1539165187,20,0,0
1539170326,20,0,0
1539177103,20,0,0
1539177158,21,0,0
1539182976,23,0,0
1539194818,23,0,0
1539209436,23,0,0
1539212188,23,0,0
1539212415,23,0,0
1539215289,23,0,0
1539219008,24,0,0
1539219302,24,0,0
1539253835,24,0,0
1539253983,24,0,0
1539261867,24,0,0
1539262732,24,0,0
1539269550,24,0,0
1539269560,24,0,0
1539293107,24,0,0
1539294870,24,0,0
1539295179,24,0,0
1539299002,24,0,0
1539299498,24,0,0
1539300006,27,0,0
1539300380,27,0,0
1539301698,27,0,0
1539303845,27,0,0
1539304887,27,0,0
1539331610,27,0,0
1539339539,27,0,0
1539340198,27,0,0
1539341385,27,0,0
1539346600,27,0,0
1539349096,27,0,0
1539352361,27,0,0
1539356263,27,0,0
1539356451,27,0,0
1539365988,27,0,0
1539366440,27,0,0
1539367511,28,0,0
1539370506,28,0,0
1539370582,28,0,0
1539370817,28,0,0
1539377428,29,0,0
1539378143,29,0,0
1539378737,29,0,0
1539382844,29,0,0
1539384294,29,0,0
1539384635,29,0,0
1539386256,29,0,0
1539386365,29,0,0
1539431444,29,0,0
1539433329,29,0,0
1539433427,29,0,0
1539433597,27,0,0
1539433740,27,0,0
1539438084,27,0,0
1539442827,27,0,0
1539442845,27,0,0
1539445363,27,0,0
1539445967,27,0,0
1539457165,29,0,0
1539463594,31,0,0
1539463910,31,0,0
1539464466,31,0,0
1539465584,31,0,0
1539465791,31,0,0
1539469302,31,0,0
1539472981,31,0,0
1539475774,31,0,0
1539476652,31,0,0
1539478892,31,0,0
1539478948,31,0,0
1539515165,31,0,0
1539515769,31,0,0
1539544767,37,0,0
1539547716,37,0,0
1539548188,37,0,0
1539550677,41,0,0
1539551625,40,0,0
1539553151,38,0,0
1539555374,38,0,0
1539557094,39,0,0
1539558001,39,0,0
1539561477,39,0,0
1539562329,39,0,0
1539564144,39,0,0
1539642903,44,0,0
1539680520,62,0,0
1539680729,62,0,0
1539680795,63,0,0
1539681709,63,0,0
1539684437,64,0,0
1539684687,64,0,0
1539685266,64,0,0
1539691168,64,0,0
1539691244,64,0,0
1539692012,64,0,0
1539692263,64,0,0
1539693196,64,0,0
1539766643,58,0,0
1539769258,58,0,0
1539769446,58,0,0
1539769634,58,0,0
1539770859,58,0,0
1539771799,58,0,0
1539787639,58,0,0
1539787723,58,0,0
1539787770,58,0,0
1539788089,58,0,0
1539788207,58,0,0
1539788315,58,0,0
1539810835,60,0,0
1539812972,60,0,0
1539814386,60,0,0
1539815190,60,0,0
1539851227,60,0,0
1539851289,61,0,0
1539860700,62,0,0
1539861390,62,0,0
1539867320,65,0,0
